sample_id,label,target,consensus_insertion_auc,fw_consensus_insertion_auc,uniform_consensus_insertion_auc,topk_consensus_insertion_auc,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop,weight_attention_rollout
cub_00005,0,43,0.33015900853788477,0.33015900853788477,0.33753504828782754,0.3398222482413985,occlusion attention_rollout gradient_shap,0.12582909838971948,0.12371647750647988,0.13919867260693267,0.15204631349852016,0.16502891338536493,0.13624908559806456,0.1579314390149183
cub_00054,0,0,0.429104608821217,0.429104608821217,0.3352715625544079,0.49140413878485556,occlusion attention_rollout gradcam++,0.11591168434033858,0.1371354983173488,0.1302319820287516,0.13394159602052758,0.18400706820598026,0.1339164275608661,0.1648557435261871
cub_00097,1,1,0.7134532115713228,0.7134532115713228,0.7057718553580343,0.8070429040468299,occlusion attention_rollout gradcam++,0.11338442251723041,0.13670175344952715,0.13133397582436457,0.1327719548890835,0.17643423265267308,0.13519153638207632,0.17418212428504518
cub_00143,2,0,0.32116945857778767,0.32116945857778767,0.2977099045368959,0.2920885539715527,occlusion attention_rollout gradcam,0.14529883637345825,0.13591601586733876,0.1226576958056601,0.12236529880269621,0.19740009274108158,0.12849833343361716,0.1478637269761479
cub_00195,3,3,0.7584182812948711,0.7584182812948711,0.6760704132844693,0.7901214937795884,occlusion integrated_gradients gradient_shap,0.08059916097409361,0.11299494094943704,0.16686864245025776,0.16090360004137583,0.174747109151464,0.15550722817595866,0.14837931825741313
cub_00246,4,4,0.5754906448419206,0.5754906448419206,0.5747900198097341,0.5509831267292611,occlusion gradcam++ attention_rollout,0.1108355635284245,0.15202172244936957,0.14403811122838964,0.14558752081871898,0.16772909481272516,0.13232587764440748,0.1474621095179645
cub_00297,5,5,0.6521151090040802,0.6521151090040802,0.6542865725234152,0.755090737901628,attention_rollout occlusion gradient_shap,0.10019872943935522,0.11511016211202747,0.14617995212871696,0.15160621446948302,0.17652885450093703,0.1338219753615598,0.17655411198792056
cub_00366,6,6,0.736797083215788,0.736797083215788,0.7392443066928536,0.7334756209980697,gradcam attention_rollout gradient_shap,0.17248712498059887,0.12349203796113319,0.1391208470381952,0.14635407448390267,0.1431352418695126,0.1181757507895642,0.15723492287709326
cub_00401,7,7,0.2718322999426163,0.2718322999426163,0.26238383098971096,0.4147601651377045,occlusion gradient_shap integrated_gradients,0.12950463674457152,0.11892585193571441,0.1473994630381523,0.14840682888796566,0.1664371173513569,0.1468066792897504,0.14251942275248888
cub_00454,8,26,0.6524402962182648,0.6524402962182648,0.6703912894707172,0.6750921611557714,occlusion attention_rollout gradcam,0.15085429238940404,0.10552021649059758,0.12752656300447798,0.12426818459256483,0.20086773351892773,0.12209047462827724,0.16887253537575062
cub_00504,9,9,0.8215883038355968,0.8215883038355968,0.6507425121380946,0.8739757157280109,occlusion attention_rollout gradient_shap,0.08801156303511527,0.08190127772341198,0.15587796564747644,0.16044460485859768,0.18313501780327238,0.15088030153951698,0.17974926939260935
