sample_id,label,target,consensus_insertion_auc,fw_consensus_insertion_auc,uniform_consensus_insertion_auc,topk_consensus_insertion_auc,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop,weight_attention_rollout
cub_00007,0,2,0.03494277210556901,0.03494277210556901,0.03412160697625949,0.10448221178958192,occlusion gradcam++ attention_rollout,0.1408886653678962,0.14632335034337385,0.13902676516755896,0.13908310627446538,0.15774865239593813,0.13494662861089704,0.1419828318398704
cub_00047,0,0,0.7039071063351002,0.7039071063351002,0.6790006966970396,0.7289264525054022,occlusion attention_rollout gradient_shap,0.11195665851086359,0.1194009284469125,0.13835351856956668,0.14656053399368912,0.20051075689485778,0.13232154313254546,0.15089606045156487
cub_00103,1,1,0.7442742080194875,0.7442742080194875,0.6524327720282599,0.8068859353428706,occlusion attention_rollout gradient_shap,0.08043559773688334,0.145999979157775,0.15715122102384096,0.15745429761086482,0.17501602771440647,0.12151944759521016,0.16242342916101918
cub_00153,2,2,0.697420745214913,0.697420745214913,0.6276451066019946,0.7530677133821883,attention_rollout occlusion gradient_shap,0.12905763429347297,0.11608805912661056,0.1292756215793835,0.14406012368550292,0.14910777297879765,0.13913349662901445,0.19327729170721802
cub_00210,3,3,0.24310076409601605,0.24310076409601605,0.1489644705841783,0.7520190933311823,occlusion attention_rollout gradient_shap,0.09318097588134742,0.09334252371529479,0.14903279427966326,0.1659943414453575,0.19457617749858114,0.13673621124916965,0.16713697593058613
cub_00249,4,4,0.5207859374117106,0.5207859374117106,0.49452927741222075,0.8053527587559074,occlusion attention_rollout gradcam,0.15755069161462187,0.11064614939359518,0.12293735253899171,0.13224376230870216,0.1789083155663615,0.12297631447205884,0.1747374141056688
cub_00303,5,5,0.6339645103900693,0.6339645103900693,0.6185509031056426,0.7130777907907032,attention_rollout gradcam++ occlusion,0.10909957428449496,0.16273347780477082,0.14315293071129068,0.1469267541070199,0.14860242572715024,0.11745634371227108,0.17202849365300235
cub_00351,6,6,0.821046055050101,0.821046055050101,0.8106012008502148,0.8465834330185316,occlusion attention_rollout integrated_gradients,0.1064758587779457,0.13195246601328975,0.15110215444186845,0.1501563414788259,0.16437240897507638,0.13431315517988948,0.16162761513310447
cub_00412,7,7,0.38067304472788227,0.38067304472788227,0.3973504485504236,0.4272605399775784,gradient_shap integrated_gradients guided_backprop,0.12840176864527475,0.11721517546757292,0.15370979171863092,0.16051523282482857,0.14764447765316863,0.15327445436750267,0.1392390993230216
cub_00453,8,8,0.7104958120966329,0.7104958120966329,0.6903421413386239,0.6430418702540919,gradient_shap integrated_gradients guided_backprop,0.12088542133454884,0.13811196673522497,0.15585752397072264,0.1571856275746133,0.12885758687950716,0.15239320053934932,0.14670867296603385
