sample_id,label,target,spearman_attention_rollout_vs_gradcam,top20_iou_attention_rollout_vs_gradcam,spearman_attention_rollout_vs_gradcam++,top20_iou_attention_rollout_vs_gradcam++,spearman_attention_rollout_vs_gradient_shap,top20_iou_attention_rollout_vs_gradient_shap,spearman_attention_rollout_vs_guided_backprop,top20_iou_attention_rollout_vs_guided_backprop,spearman_attention_rollout_vs_integrated_gradients,top20_iou_attention_rollout_vs_integrated_gradients,spearman_attention_rollout_vs_occlusion,top20_iou_attention_rollout_vs_occlusion,spearman_gradcam_vs_gradcam++,top20_iou_gradcam_vs_gradcam++,spearman_gradcam_vs_gradient_shap,top20_iou_gradcam_vs_gradient_shap,spearman_gradcam_vs_guided_backprop,top20_iou_gradcam_vs_guided_backprop,spearman_gradcam_vs_integrated_gradients,top20_iou_gradcam_vs_integrated_gradients,spearman_gradcam_vs_occlusion,top20_iou_gradcam_vs_occlusion,spearman_gradcam++_vs_gradient_shap,top20_iou_gradcam++_vs_gradient_shap,spearman_gradcam++_vs_guided_backprop,top20_iou_gradcam++_vs_guided_backprop,spearman_gradcam++_vs_integrated_gradients,top20_iou_gradcam++_vs_integrated_gradients,spearman_gradcam++_vs_occlusion,top20_iou_gradcam++_vs_occlusion,spearman_gradient_shap_vs_guided_backprop,top20_iou_gradient_shap_vs_guided_backprop,spearman_gradient_shap_vs_integrated_gradients,top20_iou_gradient_shap_vs_integrated_gradients,spearman_gradient_shap_vs_occlusion,top20_iou_gradient_shap_vs_occlusion,spearman_guided_backprop_vs_integrated_gradients,top20_iou_guided_backprop_vs_integrated_gradients,spearman_guided_backprop_vs_occlusion,top20_iou_guided_backprop_vs_occlusion,spearman_integrated_gradients_vs_occlusion,top20_iou_integrated_gradients_vs_occlusion,mean_spearman,mean_top20_iou
cub_00003,0,0,-0.27298149197799626,0.03602766594404873,-0.03494403020851579,0.10105332455562871,0.33322127190506595,0.24457397990822274,0.5308192839063629,0.3685646096147289,0.3450859558250825,0.25335664772372446,0.46197309995155855,0.3845260857689156,0.21833662576718463,0.1846081208687441,-0.07792723146726022,0.08368426735773675,-0.06212080045525164,0.06612843257024487,-0.08900533422382155,0.07879178759539933,-0.26441280810355766,0.009861048857014791,0.024018403965320557,0.13006756756756757,0.18071292076813342,0.17258705304977798,0.020411744301700823,0.13217126417329497,-0.02271678122251691,0.12035143946510471,0.5190547254361977,0.3246650386113128,0.8424958825962404,0.6003508492145762,0.2633419989901063,0.22131196915848442,0.5510388640355893,0.3412189254210104,0.38416423320923254,0.3029368292526187,0.23416810848381794,0.19694196823897514,0.19451117340393687,0.20732280356748248
cub_00004,0,0,0.0,0.19999601403061223,-0.038523736325990446,0.22273668819300596,0.5261092607125892,0.3894080996884735,0.2299443452550616,0.40330023772898893,0.2675718364818851,0.2510129028236614,0.5208575124060029,0.42470662637903167,0.0,0.19999601403061223,0.0,0.19999601403061223,0.0,0.19999601403061223,0.0,0.19999601403061223,0.0,0.20408163265306123,-0.02831242844779135,0.2075812274368231,-0.0947209494191487,0.1903914590747331,-0.034124470680351814,0.1563724360451717,0.06659069031094733,0.23462428449640726,0.39215536816690644,0.2757437070938215,0.7071425373357075,0.4647496715807911,0.3248470875532064,0.32007292141415455,0.48858126987021705,0.2960929932192444,0.17989255370609633,0.27100050150451355,0.16659131958678863,0.2177908583098084,0.1749810569767679,0.2633164913235596
cub_00011,0,2,0.2974856531092302,0.2972274284237058,0.41620954969212676,0.19999601403061223,0.3596204514205656,0.3653061224489796,0.24454573436645738,0.27728632342646214,0.2797614784823135,0.2684869169510808,0.433736899351966,0.4830663448174969,0.16219188099627146,0.2000358737244898,0.17822889506350295,0.20610503545246966,0.1258622348009733,0.1649448636099826,0.12523498416168438,0.17222449337148865,0.20167446629502003,0.20424040859959616,0.18464583700619971,0.19999601403061223,0.14310942724896722,0.19999601403061223,0.14915808013502804,0.19999601403061223,0.2437413255008994,0.20408163265306123,0.603641894621391,0.3982165250104501,0.7013708270234795,0.42068379698449776,0.19311472948236724,0.29000445377616596,0.6025333083345736,0.3825170489770614,0.12327334141288854,0.23695930693673356,0.12493936447861319,0.2214591240436171,0.28067049347545325,0.26632522644427564
cub_00019,0,0,0.3768998437315496,0.19999601403061223,-0.4621175026732037,0.004605065572129342,0.3603184460778188,0.3537029542695265,0.5877409773248481,0.4616561066200568,0.3397950263168545,0.31030880720767773,0.4054176702516063,0.3884133397247141,-0.4214195130435698,0.19999601403061223,0.22197911684270502,0.19999601403061223,0.31873943682593053,0.19999601403061223,0.18299288636787678,0.19999601403061223,0.23545461056685185,0.20408163265306123,-0.3708907313829846,0.029072450392247345,-0.45679326516146235,0.0353366004642765,-0.2871214364741966,0.06207334497539292,-0.15342437684802257,0.028613464562934402,0.5701246178316901,0.38873512316634373,0.868676090737326,0.6560772340952223,0.21098243420079815,0.2778092897208042,0.5511491480363889,0.3628955588754584,0.23312076575633023,0.27411550304782256,0.17400577721171523,0.24646501905815812,0.16598238202365956,0.2420924554551851
cub_00021,0,0,-0.0362707401232973,0.09894321852926682,0.4212285440171263,0.23720872888669708,-0.020225329644162567,0.18961531622310474,0.1053677018007852,0.2854672388394287,-0.01754973989950972,0.18393109957527135,0.14425554897790097,0.274035440492648,-0.3635730437371106,0.0013970661610617702,-0.07172829023514432,0.11388611388611389,0.0011583832659983002,0.1025655111794759,-0.014544779221956768,0.11785674501503843,0.16156120867733464,0.0992138791000271,-0.34000549363813,0.07211538461538461,-0.30122150865832426,0.08999076739260305,-0.31059151703219334,0.07978694786678861,-0.13417655650907284,0.08788968181574287,0.7115255172089574,0.4371643394199785,0.905581357058091,0.6809045226130653,0.21577240321287677,0.2751572327044025,0.6938409459418148,0.4252236898167874,0.27184426135626233,0.293873643905552,0.21184496134648043,0.25417542991463565,0.10638542067451076,0.2095429522834797
cub_00038,0,0,-0.08115259110351747,0.1723412953337616,0.1901963289119237,0.11066231394898467,0.1625498897096959,0.2131633023087151,-0.13712122396877469,0.1259886688730577,0.1669161585082369,0.20594773205166717,-0.010599442299153541,0.15373236231224396,-0.21259351036951923,0.0028981162244541047,0.1261437378550091,0.19038016724986656,0.29866557088617585,0.18566871455576558,0.0744606171077487,0.15903447479355545,0.2387551480798151,0.2875285750571501,-0.0554634788847753,0.028018234902422782,-0.5452714884534985,0.014917825537294564,-0.07163129843401386,0.05023547880690738,-0.16756983982191578,0.013344662135145942,0.30994714725762235,0.2473586078309509,0.8710296047779645,0.6061139564660691,0.32224153016381946,0.24264525619024271,0.37250839655910883,0.26993166287015946,0.19509775842547633,0.17816258934278575,0.2927682206221078,0.21822988643874303,0.11142272550140649,0.17506208967761636
cub_00039,0,0,0.6389462503563065,0.5629087511678604,0.12571205145137163,0.19999601403061223,0.5237667967700327,0.39384679491631364,0.48552196061603803,0.4272507466932158,0.4167164447148494,0.29433767573842384,0.47274695431382113,0.3690074274139095,0.11489739099423936,0.20007573341836735,0.4148102296692202,0.3459836395333244,0.4226567057442937,0.34418106334538634,0.2993610246452562,0.2578482361050191,0.4591937664917285,0.39412897016361886,0.08625677719498014,0.19999601403061223,0.002041097043677487,0.19999601403061223,0.08047706096104426,0.19999601403061223,-0.004374186664552593,0.20408163265306123,0.596021815577245,0.41577313769751695,0.7419860094586425,0.5170068027210885,0.40382105239427,0.3376657649930725,0.5617236771859423,0.3731527093596059,0.3100837987483865,0.27411550304782256,0.30583478979395073,0.26742514221416513,0.355152450831464,0.32279875177639145
cub_00041,0,0,0.6275502801529259,0.6302493704816831,0.0,0.19999601403061223,0.20852660706231296,0.19792288408738212,0.3650829491826477,0.3465280107346528,0.021745773198338356,0.12097855227882037,0.334852474959289,0.24846059113300492,0.0,0.19999601403061223,0.11914602962072664,0.20468187274909963,0.2813402897612518,0.2863735418536085,-0.027767746766100602,0.12575723580884002,0.19094495723968238,0.26143221551670504,0.0,0.19999601403061223,0.0,0.19999601403061223,0.0,0.19999601403061223,0.0,0.20408163265306123,0.4215932955175087,0.2625023589356482,0.7224066154573959,0.4284697508896797,0.21465247228276246,0.2287878787878788,0.43980230916956664,0.3027391925223939,0.20373833608954298,0.18719990631221453,0.08951752905258466,0.1571167674922954,0.20062534152287786,0.24729818249476326
cub_00045,0,0,0.1767810011802082,0.33670751198721366,0.050292350493174216,0.1266348582655066,0.50369924901459,0.5368711233631978,0.3334635569511229,0.3338206951551804,0.4493407032257081,0.435006435006435,0.14615627481771137,0.24013701143800845,0.12823892021872332,0.198745894296805,0.04993248222905043,0.27879714576962283,0.05490294730413514,0.18202697132088805,0.022544912987274072,0.2171487478018313,-0.06753813632612195,0.16722311766060327,-0.0004903293262596565,0.13543022005996494,-0.11227331835968728,0.13178076012179993,-0.0018787239074354051,0.1369738854585623,-0.08453523310751557,0.06980425262491426,0.5160468982038904,0.3904669530275738,0.799449662471014,0.6269455252918288,0.09777145494124927,0.23945470106369973,0.636198405914183,0.46016733357584577,0.0214513431430713,0.18290548424737457,0.05792285814088882,0.21487207142429146,0.17987987048614165,0.2686628904267213
cub_00046,0,0,-0.4446699489211443,0.051666317333892264,0.0,0.19999601403061223,0.4091543073053928,0.2281238526496145,0.32102910840116333,0.2974335768310815,0.4909281509452174,0.2929201829543258,0.13678428605120208,0.2422645671221126,0.0,0.19999601403061223,-0.30571417786175814,0.07349165596919127,0.040104347009093204,0.12072816618271164,-0.37222108802392695,0.05609345400968217,0.1552428785224113,0.12952646239554316,0.0,0.19999601403061223,0.0,0.19999601403061223,0.0,0.19999601403061223,0.0,0.20408163265306123,0.4077748892556291,0.27753023551877787,0.9269024166935728,0.6406441592413962,0.08846726477628393,0.1989946777054997,0.42811341616403464,0.2940038684719536,0.08187666453313394,0.20013022374807624,0.05278155904062878,0.17468134414831982,0.11507400351861592,0.21344259271849053
