sample_id,label,target,consensus_insertion_auc,fw_consensus_insertion_auc,uniform_consensus_insertion_auc,topk_consensus_insertion_auc,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop
cub_00001,0,0,0.46976867075427436,0.46976867075427436,0.4594766016874928,0.5909010818751995,gradient_shap integrated_gradients guided_backprop,0.16144738408285086,0.1494403553703187,0.1824048556717202,0.18685109281961798,0.14868743333312767,0.17116887872236464
cub_00050,0,0,0.843122961325571,0.843122961325571,0.8406921749468894,0.8834445794578643,integrated_gradients gradient_shap guided_backprop,0.16226650408191928,0.16128864358370965,0.17519499714722633,0.1747695425766577,0.16018887370423637,0.16629143890625067
cub_00109,1,1,0.7126776111952495,0.7126776111952495,0.6998585534689482,0.6330977749021259,gradcam gradcam++ occlusion,0.1863357291269901,0.18011741991080435,0.1603619633616146,0.16034969844690314,0.17338612089558217,0.13944906825810577
cub_00156,2,2,0.9147806866560132,0.9147806866560132,0.9193250550422818,0.9298219813499599,occlusion integrated_gradients gradient_shap,0.17352861766442945,0.12021373371135222,0.17800827880083434,0.1744692930877298,0.18117962827356157,0.17260044846209252
cub_00202,3,3,0.7747896125307306,0.7747896125307306,0.7690510423155502,0.7901095494395123,occlusion gradcam guided_backprop,0.17979369830742248,0.16922154324205113,0.13764396035360224,0.14111398358898153,0.20251244968859877,0.16971436481934382
cub_00256,4,4,0.9262713619391434,0.9262713619391434,0.9256222464959136,0.9280521490494721,occlusion gradcam integrated_gradients,0.1749738234240201,0.151032095718836,0.17420695636295103,0.1673484033816148,0.17543975682697785,0.15699896428560026
cub_00302,5,5,0.8607049621641636,0.8607049621641636,0.8588189326226712,0.8482976987957954,gradcam gradient_shap occlusion,0.17370889436170422,0.15464313184158698,0.1683622240313286,0.1701033578535114,0.16960022596913255,0.16358216594273628
cub_00347,6,6,0.9234095529653132,0.9234095529653132,0.9236318008042872,0.9157916829921304,integrated_gradients gradient_shap occlusion,0.16743448484041812,0.13351059270797822,0.17715254433246583,0.17660215461129025,0.17417324774088064,0.17112697576696698
cub_00406,7,7,0.8173779664561153,0.8173779664561153,0.8214006362482907,0.8558539865538478,gradcam++ gradcam occlusion,0.1756077120354907,0.17806219970140993,0.1640016267732497,0.16192456486490586,0.16687826803682435,0.15352562858811938
cub_00445,8,26,0.4950035029032734,0.4950035029032734,0.48479146647150634,0.5309388014662545,gradcam gradcam++ guided_backprop,0.19934864600082283,0.1843615860221491,0.15325953125443237,0.14692715449646976,0.1522138596744207,0.16388922255170527
cub_00490,9,9,0.9410885635064915,0.9410885635064915,0.9409403505967929,0.9394209894584492,occlusion gradient_shap integrated_gradients,0.16602463002780818,0.16448995082585036,0.1678218239648596,0.1685323476631337,0.17009084563416382,0.1630404018841843
