sample_id,label,target,consensus_insertion_auc,fw_consensus_insertion_auc,uniform_consensus_insertion_auc,topk_consensus_insertion_auc,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop
cub_00001,0,0,0.06536462167860008,0.06536462167860008,0.06639064326882362,0.06241859893198124,gradcam integrated_gradients gradient_shap,0.1763501649705989,0.16517199066313934,0.16639778158767793,0.16556187507045245,0.16397092077529263,0.16254726693283866
cub_00050,0,0,0.08278613981674425,0.08278613981674425,0.0859473719203379,0.08350262107123851,gradcam++ integrated_gradients gradcam,0.16527299726406305,0.17506164756060774,0.16607298870706705,0.1646698924800795,0.16419179224044098,0.16473068174774175
cub_00109,1,1,0.1082741185404302,0.1082741185404302,0.1161790062818909,0.12440545290010048,gradcam++ gradcam gradient_shap,0.17408385342356858,0.1809147699915699,0.16832951704111265,0.17243079541765477,0.1540328700372982,0.15020819408879588
cub_00156,2,2,0.9180092685855925,0.9180092685855925,0.9230216735042631,0.9230279856361449,occlusion gradcam gradcam++,0.18406938011542615,0.18187172098541368,0.13723546705141323,0.14303021154828363,0.19559355514180873,0.1581996651576544
cub_00202,3,107,0.1754638432932552,0.1754638432932552,0.17129775097128003,0.2219823104853276,occlusion gradcam++ gradcam,0.1631890913726365,0.17596434013670373,0.15913190950768683,0.15619861784431693,0.19261091256921037,0.15290512856944574
cub_00256,4,4,0.8305780583177694,0.8305780583177694,0.8224899635766633,0.8295404241536745,gradcam gradcam++ gradient_shap,0.17951300399579573,0.17880236078747724,0.15928457198754017,0.1652404401364974,0.16096689975422535,0.15619272333846423
cub_00302,5,5,0.8860469913575798,0.8860469913575798,0.8763855582568792,0.9331306955311447,occlusion gradcam++ gradcam,0.18230270119543004,0.1831502461579255,0.1487382376924102,0.15550194445112184,0.1851487906974025,0.14515807980571
cub_00347,6,6,0.9572655862430112,0.9572655862430112,0.9569144999841228,0.9495873159030452,occlusion integrated_gradients gradient_shap,0.1612240122155581,0.16115821128935087,0.1701685117996192,0.17000971265053944,0.17376408295528667,0.1636754690896458
cub_00406,7,7,0.5242833190823148,0.5242833190823148,0.5221215712517732,0.5365329859312624,guided_backprop gradient_shap integrated_gradients,0.150654486491621,0.15507470081970048,0.17657275260911542,0.17836942591220964,0.15786039110055983,0.1814682430667936
cub_00445,8,10,0.48027169601991776,0.48027169601991776,0.48198331894818686,0.49172865290893236,occlusion guided_backprop gradcam++,0.16036966468661357,0.16657966216489067,0.16210437616336634,0.15819355265439475,0.18040797260878044,0.17234477172195412
cub_00490,9,9,0.4083032834285405,0.4083032834285405,0.40002253790735276,0.47937377010821364,gradient_shap guided_backprop integrated_gradients,0.14049744444881102,0.16649680306655532,0.1733844568229598,0.18914042674413833,0.15368174920696573,0.17679911971056986
cub_00558,10,10,0.7807357918296474,0.7807357918296474,0.7891734640463255,0.7634022492682561,guided_backprop gradcam++ gradcam,0.17980622102862942,0.18022364497086718,0.15135982930094555,0.128612724815542,0.1726315319502569,0.18736604793375902
cub_00603,10,21,0.13633087883936243,0.13633087883936243,0.1362299760687165,0.25726960663378123,guided_backprop gradcam gradient_shap,0.1683082999587489,0.15975180277869433,0.1555978931312211,0.16492347472745705,0.16472700294386988,0.18669152646000867
cub_00636,11,11,0.8825208878086414,0.8825208878086414,0.8824667191074695,0.8761040246055928,occlusion gradcam++ gradcam,0.17472103380453238,0.17672876814264038,0.16188296636718943,0.16388795767462805,0.17983558496850033,0.14294368904250931
cub_00700,12,12,0.8038452390232123,0.8038452390232123,0.7966585900285281,0.7841132279136217,gradcam occlusion gradcam++,0.17982911639025778,0.1792297392057506,0.147769347776966,0.15687491560546518,0.1796029387255834,0.15669394229597705
cub_00753,13,13,0.7977127749938518,0.7977127749938518,0.7926638033706694,0.8108165581244976,occlusion gradient_shap integrated_gradients,0.16001550802991948,0.16123297089403837,0.16516315171242393,0.16920257860644317,0.1796250382732539,0.16476075248392116
cub_00809,14,14,0.9543423331168014,0.9543423331168014,0.9541082299139815,0.9403857356694062,occlusion gradcam++ gradcam,0.1673157335218125,0.16752571122402946,0.16666564557925267,0.16611260499357813,0.16962719045311705,0.16275311422821015
cub_00853,15,15,0.9389395843259991,0.9389395843259991,0.9388928632251919,0.9338019828312097,occlusion gradcam++ gradcam,0.16999543904049955,0.1701269304087647,0.1622269160135497,0.16082883722845312,0.17254513647123634,0.16427674083749658
cub_00907,16,16,0.9320066987886094,0.9320066987886094,0.9328854202642106,0.9316638916148803,guided_backprop occlusion gradient_shap,0.1657199702957327,0.1657199702957327,0.16435072988219465,0.16576199552095716,0.16880724625923804,0.16964008774614478
cub_00950,16,16,0.5197807199670933,0.5197807199670933,0.5004114969982766,0.7558742768480443,guided_backprop gradient_shap integrated_gradients,0.13732670265676727,0.13669537169238105,0.18024761836040779,0.1914287830460453,0.1564168555158316,0.19788466872856694
cub_01001,18,18,0.6111967031836684,0.6111967031836684,0.5811944696464707,0.6480931138088636,occlusion gradcam gradcam++,0.17536951085725574,0.15945000726720596,0.14290066396034318,0.1414555578559837,0.23171525506978993,0.1491090049894214
cub_01048,18,18,0.7847201297699937,0.7847201297699937,0.786551452841377,0.7836764284351375,gradcam++ occlusion gradcam,0.1710297746725568,0.17181350765954354,0.1613035859537041,0.1613092688787488,0.1713529420552977,0.16319092078014907
cub_01098,19,19,0.9080036598781589,0.9080036598781589,0.8964132714609151,0.933960377011681,gradcam++ gradcam occlusion,0.19079986185036613,0.19095949695464068,0.14906912308475215,0.1514744623090028,0.17082318616050116,0.14687386964073706
cub_01157,20,20,0.8390882691426668,0.8390882691426668,0.837910449464107,0.844840885611484,occlusion gradcam++ gradcam,0.17229723444797354,0.17314037334983834,0.1677853374069425,0.16910312538784894,0.1768253347324923,0.14084859467490438
cub_01203,21,177,0.20168876600218938,0.20168876600218938,0.18951224711490794,0.20914453080913517,gradient_shap guided_backprop integrated_gradients,0.16250636013516012,0.1572597190922373,0.17313089586953903,0.18277603204089812,0.1450350573804085,0.17929193548175695
cub_01245,22,24,0.36156231099739666,0.36156231099739666,0.35856053826864814,0.3733474740874953,occlusion integrated_gradients guided_backprop,0.14984745946998274,0.16506030503161595,0.17294626811491826,0.16546178450633886,0.17616902993850977,0.17051515293863442
cub_01303,23,23,0.7340806001564488,0.7340806001564488,0.7301223809132351,0.8595680076861754,occlusion gradient_shap guided_backprop,0.15486922791367966,0.15486922791367966,0.16330506264255784,0.17195685489437743,0.1864243052825923,0.1685753213531131
cub_01353,24,23,0.3118366353446617,0.3118366353446617,0.2981340143131092,0.38627913903910666,occlusion gradient_shap integrated_gradients,0.14654710151906988,0.16357679884129406,0.17260775758272207,0.17299244273387612,0.17941163898928247,0.16486426033375542
cub_01392,24,24,0.7814405863406136,0.7814405863406136,0.7819555246038363,0.6813594417879357,integrated_gradients gradient_shap occlusion,0.16856819309887444,0.1492702750932959,0.17538840525875152,0.17360578626602724,0.16928232546294134,0.16388501482010948
cub_01444,25,25,0.8864631680655294,0.8864631680655294,0.8833775451290421,0.8754339760984294,gradcam gradcam++ occlusion,0.17796033451601387,0.17773853309399604,0.15321471855009247,0.16673641087208993,0.17615322309110734,0.14819677987670027
