sample_id,label,target,consensus_insertion_auc,fw_consensus_insertion_auc,uniform_consensus_insertion_auc,topk_consensus_insertion_auc,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop
cub_00006,0,0,0.8620746924425475,0.8620746924425475,0.8612330390955321,0.832571385044139,gradient_shap integrated_gradients occlusion,0.15760408156340894,0.16274356734307935,0.173976011968257,0.1754057471809931,0.1699722596206427,0.1602983323236189
cub_00053,0,0,0.6179048470541602,0.6179048470541602,0.6110482361953473,0.5656537684495561,occlusion gradient_shap integrated_gradients,0.1575682263805379,0.16777572210804811,0.16839468963940543,0.17564463222980511,0.18227966372724108,0.1483370659149623
cub_00099,1,1,0.7946823116973972,0.7946823116973972,0.7930920746759512,0.8152157422737218,gradcam gradient_shap gradcam++,0.17665476610020525,0.17144421672780696,0.16691594869581308,0.17268999752436445,0.16958149698298228,0.1427135739688281
cub_00147,2,2,0.8788378697936423,0.8788378697936423,0.8697798562352544,0.8937974822823889,gradcam gradient_shap integrated_gradients,0.1798739104161391,0.15023172838087082,0.17450708250980165,0.17522933388539524,0.15916892442329422,0.16098902038449897
cub_00208,3,3,0.8606960304314272,0.8606960304314272,0.8544023266294971,0.8807861357694493,gradient_shap integrated_gradients guided_backprop,0.15939305749256538,0.15460422301315177,0.1742364354538482,0.17447765060408424,0.16637606736676747,0.17091256606958297
cub_00258,4,4,0.7539374030311592,0.7539374030311592,0.7559707797248847,0.7867780274827965,occlusion gradcam++ gradcam,0.16747219261081275,0.17468505206496165,0.16193853894697433,0.1619257025748571,0.17612315513464222,0.157855358667752
cub_00306,5,5,0.7095755629474297,0.7095755629474297,0.7191360060358419,0.780761701357551,gradcam++ gradcam occlusion,0.1876543513549336,0.1913483429257091,0.1586863802293059,0.15415772567768865,0.16996350082059714,0.13818969899176545
cub_00346,6,6,0.8890924163977616,0.8890924163977616,0.882294078997802,0.9004636117140762,integrated_gradients gradient_shap occlusion,0.16384692765282924,0.1383724979306223,0.17758472071321857,0.176328965598092,0.1744806393166088,0.16938624878862898
cub_00399,7,7,0.8646983442653436,0.8646983442653436,0.8509194297541398,0.8822520641435404,occlusion gradcam++ gradcam,0.1663366050333919,0.16944294638091395,0.16248798331701683,0.16566456849560351,0.17623923682657908,0.15982865994649476
cub_00444,8,8,0.9514162503415718,0.9514162503415718,0.9514292560750619,0.9510018520290032,gradcam++ gradient_shap gradcam,0.1682849116164528,0.17069325195440255,0.16757768995920763,0.16918914251120806,0.16701620590031074,0.15723879805841817
cub_00506,9,9,0.9230785288731568,0.9230785288731568,0.9223869302193635,0.9260691442410461,gradcam gradcam++ gradient_shap,0.1689931862230148,0.1689658161668316,0.16716290235349238,0.1685314132564429,0.1683214611939103,0.1580252208063081
cub_00550,10,10,0.8606492745282593,0.8606492745282593,0.86373146144324,0.8756506898032969,occlusion gradient_shap gradcam++,0.16604374955749465,0.16743326853681442,0.1636943074672932,0.1686584344726531,0.17462417892928134,0.1595460610364634
cub_00606,11,11,0.8966672209731769,0.8966672209731769,0.8949139399162959,0.8881991019181441,gradcam occlusion gradient_shap,0.17790428652063417,0.151700532737088,0.16740982561605633,0.16851625840284076,0.17574559181990249,0.1587235049034782
cub_00656,11,11,0.8202649937185924,0.8202649937185924,0.8181821220729034,0.8363608823798132,integrated_gradients gradient_shap occlusion,0.1626457590592102,0.15022755346603922,0.18102847390289095,0.17974043045194735,0.17500211209664768,0.15135567102326458
cub_00710,12,12,0.8249819442396984,0.8249819442396984,0.8240978255635125,0.824726428068243,guided_backprop gradcam gradient_shap,0.16935685670656245,0.1670077764579159,0.1673134536995246,0.16814304576303554,0.15486052235064582,0.17331834502231566
cub_00769,13,13,0.9425459388643503,0.9425459388643503,0.9421460513025521,0.9378855381160974,occlusion gradient_shap integrated_gradients,0.16721511699013977,0.13872918855380856,0.17329278655305022,0.17396196487504606,0.17462614188053685,0.1721748011474186
cub_00793,14,14,0.9365779345040209,0.9365779345040209,0.9403645818238148,0.9428456221823581,gradcam gradcam++ occlusion,0.17448273858036212,0.17340245238275576,0.16203207946824363,0.16075135962000228,0.16789225249281003,0.16143911745582623
cub_00845,15,15,0.9250938658951782,0.9250938658951782,0.9251847331761384,0.9312220310210251,gradcam++ gradcam occlusion,0.1679619368706356,0.16802032147185125,0.16673606759243878,0.16665365172389004,0.16771791688834023,0.16291010545284415
cub_00904,16,16,0.947203301009722,0.947203301009722,0.9474607096286491,0.9478884385200218,gradient_shap occlusion integrated_gradients,0.16590387561410255,0.15697235735784543,0.17309414503770715,0.1736965224217478,0.17338431410388983,0.1569487854647072
cub_00959,17,17,0.8975591579684987,0.8975591579684987,0.8949063131818549,0.9197815457591786,occlusion integrated_gradients gradient_shap,0.155448714078913,0.16353545266384928,0.1656935944013067,0.1644138685235959,0.1906994314403846,0.1602089388919505
cub_01013,18,18,0.4554982478613965,0.4554982478613965,0.45460979046183636,0.461961200312362,occlusion gradcam gradient_shap,0.17828527283972886,0.15377144244381746,0.16111749788513202,0.16551275674566704,0.18395579345396776,0.15735723663168694
cub_01055,18,18,0.7970691837137565,0.7970691837137565,0.7963433030294256,0.8015475439256988,occlusion gradcam gradcam++,0.17149018937667823,0.16603532996645962,0.16295675842812812,0.1541190154597525,0.18353300532142047,0.16186570144756104
cub_01101,19,19,0.941031478275545,0.941031478275545,0.9404434635536745,0.9408093168633059,occlusion gradient_shap integrated_gradients,0.1616343135285701,0.16210367162208203,0.16829539792449327,0.16946846883652672,0.1720402744491741,0.1664578736391537
cub_01154,20,20,0.9326593144913203,0.9326593144913203,0.9332458241959103,0.9310470595140942,occlusion gradcam++ gradcam,0.16914713802882064,0.16984673858797802,0.16281990926858755,0.16396106419025816,0.17145633124498344,0.16276881867937204
cub_01206,21,21,0.8199588062125257,0.8199588062125257,0.8156374099955428,0.8625806953990833,gradcam gradcam++ occlusion,0.18076716112635757,0.17838323528557457,0.16176608523413463,0.16153118609574538,0.1628751958830624,0.15467713637512542
cub_01267,22,22,0.7553949988461681,0.7553949988461681,0.7488854635972529,0.8237590748438378,occlusion gradient_shap integrated_gradients,0.14861558504967887,0.14818056116517397,0.18069259961840167,0.18072742730182453,0.18991726256829705,0.15186656429662387
cub_01304,23,23,0.916019991520443,0.916019991520443,0.9160124917660141,0.8967720200453186,gradcam++ gradcam occlusion,0.16828387232966704,0.17011748742394397,0.16765512113298345,0.16365169588024303,0.16771603593004028,0.1625757873031222
cub_01363,24,22,0.21323869676562027,0.21323869676562027,0.2162102502050402,0.32345390989212314,gradient_shap integrated_gradients occlusion,0.14322259684837654,0.15491076435932952,0.18015247502144865,0.1865851954032041,0.17171639681765646,0.16341257154998468
cub_01409,25,25,0.7334374014986678,0.7334374014986678,0.7115454846760259,0.759958374244161,occlusion gradcam++ gradcam,0.16679355119382694,0.19280542705267162,0.1491221011531566,0.14718669175397087,0.19805794630311951,0.14603428254325448
cub_01460,25,25,0.8417350988136604,0.8417350988136604,0.8409632173599676,0.8537189285503701,occlusion gradcam gradient_shap,0.17118556034839766,0.1663017202363698,0.160412728975938,0.16779968155507952,0.1821161202325596,0.1521841886516553
