sample_id,label,target,spearman_gradcam_vs_gradcam++,top20_iou_gradcam_vs_gradcam++,spearman_gradcam_vs_gradient_shap,top20_iou_gradcam_vs_gradient_shap,spearman_gradcam_vs_guided_backprop,top20_iou_gradcam_vs_guided_backprop,spearman_gradcam_vs_integrated_gradients,top20_iou_gradcam_vs_integrated_gradients,spearman_gradcam_vs_occlusion,top20_iou_gradcam_vs_occlusion,spearman_gradcam++_vs_gradient_shap,top20_iou_gradcam++_vs_gradient_shap,spearman_gradcam++_vs_guided_backprop,top20_iou_gradcam++_vs_guided_backprop,spearman_gradcam++_vs_integrated_gradients,top20_iou_gradcam++_vs_integrated_gradients,spearman_gradcam++_vs_occlusion,top20_iou_gradcam++_vs_occlusion,spearman_gradient_shap_vs_guided_backprop,top20_iou_gradient_shap_vs_guided_backprop,spearman_gradient_shap_vs_integrated_gradients,top20_iou_gradient_shap_vs_integrated_gradients,spearman_gradient_shap_vs_occlusion,top20_iou_gradient_shap_vs_occlusion,spearman_guided_backprop_vs_integrated_gradients,top20_iou_guided_backprop_vs_integrated_gradients,spearman_guided_backprop_vs_occlusion,top20_iou_guided_backprop_vs_occlusion,spearman_integrated_gradients_vs_occlusion,top20_iou_integrated_gradients_vs_occlusion,mean_spearman,mean_top20_iou
cub_00005,0,2,0.7095289446175465,0.5325290164935859,0.22090360469599588,0.1977798997374075,0.26386526255457293,0.22962872197034678,0.14952718519473027,0.1722446118801472,0.32750364045299785,0.36348352387357097,-0.280398036359737,0.08269946593299887,-0.26569563350577674,0.11592994161801501,-0.3198611591846586,0.05982996250726092,-0.17409934168996544,0.199420255560814,0.8019395038277463,0.49910367493277563,0.7945673827358023,0.530192131747484,0.7578507382307662,0.4427524372020209,0.7341227125658519,0.4241112609096715,0.7933272860673483,0.5466473415210924,0.700043409685214,0.37747129560432097,0.3475416999925623,0.31825490276610086
cub_00009,0,0,0.935062052861168,0.5502858025644987,-0.42416765799242295,0.03267301260612297,-0.4907471600788771,0.02786028884564171,-0.4164974460485521,0.037584655947888124,-0.3240132820036449,0.08532733793694128,-0.5957895478505706,0.0035,-0.6715065558187362,0.006519558676028084,-0.5809900956555144,0.0065700386177842416,-0.48877005255049505,0.033068378681341076,0.8136643948250201,0.5310092302997941,0.8630101780465602,0.6147719044170891,0.6913579345650909,0.35374240502103227,0.7868073763158024,0.5116366649092415,0.7153543573882805,0.34825109722037506,0.6898961150525741,0.37822037930800084,0.10017804073704548,0.23473471700345191
cub_00016,0,0,0.7340735752337617,0.7291289738950634,0.56881731022896,0.32597780126849896,0.6769587930243957,0.4090143218197136,0.5817632722169271,0.35626436004865525,0.5157141188543901,0.3685453931825852,0.23531072906819944,0.2986088644451634,0.31239066188092757,0.35543999459715,0.2814571611859601,0.32022102354953297,0.22499845918698666,0.3580040187541862,0.6381388235295363,0.3305489260143198,0.7086053533973072,0.4021237948861255,0.5219919342876544,0.3330046022353715,0.5955803167671392,0.3003757937022159,0.5829027884059431,0.3262035583464155,0.503197493972306,0.34977697889621195,0.5121267194160263,0.37088256037608064
cub_00022,0,0,0.712031043299982,0.8487472365512159,0.25273156725021656,0.12582038480955854,0.5966313218008384,0.32370399683419077,0.29481233950114977,0.17416486280933716,0.33340505867067655,0.2572084082594407,-0.21499342275908892,0.11518586431071845,0.22723027514387673,0.29100733307603244,-0.151725051184927,0.162938926874493,0.017167311013614368,0.24799950757109443,0.540223339852405,0.20526062935383138,0.8195574583031056,0.5069830304850578,0.4985182829279427,0.2250015104827503,0.5351576602485191,0.21085972850678733,0.4324167096724007,0.21603790559587358,0.4856205139968491,0.23628048780487804,0.3585856271825041,0.2764799875550173
cub_00027,0,0,0.6483961044943289,0.2306231235831138,0.05456362535594884,0.2229055041402825,-0.17307959703201958,0.12325932554107712,0.04680773217665402,0.231000245158127,0.14473741951515465,0.24738718799950818,-0.4580748740759284,0.00904977375565611,-0.6913784653388536,0.00014949917775452235,-0.38830290717329113,0.0168718650250798,-0.49267582828586504,0.009409538982375783,0.7103652710133933,0.3767320620112498,0.684897327746399,0.42068379698449776,0.6069914701762196,0.3729008667388949,0.5802815322411319,0.27777424078436364,0.6574033254211452,0.38736827699466264,0.5113238499272847,0.3295081967213115,0.16281706574411345,0.21704156690653031
cub_00032,0,0,0.9435109786270047,0.6080442272253825,-0.47278904033690816,0.04809650634497885,-0.5678228915543521,0.030393264195502617,-0.5231161301525187,0.030181706190329536,-0.4847421446151044,0.03857186763651265,-0.5780935202073966,0.01945446233555138,-0.6891514785508731,0.008441362677117878,-0.6374152172503319,0.006469083797201745,-0.5551178405297692,0.024455560608357334,0.7912618584415676,0.4866666666666667,0.7861360903754273,0.5501660616359002,0.6034786299747364,0.3949088407292742,0.7981249320266812,0.47747349823321555,0.646003564622544,0.40418311517418104,0.5968253011771382,0.3711368093595726,0.04380620613652305,0.233242868853983
cub_00043,0,0,0.9381870187279787,0.7806760713335108,0.7102486220439767,0.369031377899045,0.7560528003289352,0.35663106664864136,0.6874795796995492,0.3396075290348418,0.4157825859195089,0.3687301694457571,0.5864997014695268,0.3406813627254509,0.6580208038610369,0.34499396863691195,0.558342637702245,0.30324675324675326,0.4202939619020719,0.3531099839829151,0.7081416952212624,0.35024219590958017,0.8006586107529856,0.6068855084067254,0.3553261194409498,0.24417034855179184,0.6659383953115189,0.30919765166340507,0.415670978392098,0.3321287779237845,0.3523819211347617,0.22744884368567622,0.6019350287938938,0.3751187739396527
cub_00048,0,1,0.9751786441552353,0.9659124302086395,0.7847251401280966,0.4845772616317775,0.8386264049012402,0.621949248424115,0.7175767282197283,0.40408563033440603,0.8037404266284737,0.6317907444668008,0.7591468413445267,0.47921580188679247,0.8260009103411281,0.6088176352705411,0.6880304986177495,0.3999720982142857,0.7471193218841362,0.6223893734496279,0.8095753237718957,0.473568281938326,0.8366568799540985,0.5786989695587195,0.7553172675373644,0.40691138713482755,0.7565273865486436,0.40990516332982085,0.7967957065030739,0.6248597531655714,0.7090753935221581,0.3517567837855857,0.7869395249371699,0.5376273708533225
cub_00051,0,0,0.3430666991586555,0.2027326661473003,0.7620252461870095,0.47551830613145124,0.8435327407901686,0.5001121160026908,0.7027862339951514,0.4610176894518454,0.6269506870676235,0.365687727333962,0.08057575673006279,0.14027612067496165,0.16362934064902934,0.1426131511528608,0.01681519053296966,0.12474781439139207,0.0679613480881689,0.16932925774266105,0.7779333858931615,0.4694684434031337,0.8092800395125487,0.6387686780436025,0.5910968483448861,0.39308781091108974,0.7158162462667926,0.44972551285755563,0.6260769901403601,0.39991714423807223,0.5809512673716893,0.3845260857689156,0.5138998680485519,0.3545019016167663
cub_00052,0,2,0.7660125041878687,0.7040244523688233,0.6452054654478862,0.381185052646067,0.5963408575864004,0.4129822585187271,0.6394187118063709,0.36781844203639336,0.6560448208396018,0.4826325411334552,0.3101887654321318,0.2833301361979666,0.20099559406131276,0.3036700227346541,0.30108695045493494,0.2705748290706508,0.3475353971463534,0.3500466107337861,0.7810314339807994,0.5150600135879821,0.7670091791459777,0.4992156569806529,0.6833372494530511,0.4784162170045209,0.7561623729710031,0.4725952014087607,0.73413842047833,0.5126081766636825,0.6728099275440751,0.4559098089903777,0.5904878433690731,0.43267129467176674
