sample_id,label,target,consensus_insertion_auc,fw_consensus_insertion_auc,uniform_consensus_insertion_auc,topk_consensus_insertion_auc,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop,weight_attention_rollout
cub_00003,0,0,0.7652506611542775,0.7652506611542775,0.7417077259626241,0.821240330953151,occlusion attention_rollout gradcam++,0.13916875637992884,0.1415492394155859,0.12330613241581344,0.13386314614472983,0.16982542614411314,0.1364434836670215,0.15584381583280738
cub_00056,0,0,0.6396008968353272,0.6396008968353272,0.5780354893533513,0.7135170608060434,occlusion attention_rollout gradcam,0.14942719870926452,0.11798369908728835,0.127498023074606,0.13383420865477022,0.18034164419048146,0.13550502508946594,0.15541020119412355
cub_00107,1,1,0.8602074385795276,0.8602074385795276,0.844075166544644,0.8954284005973022,attention_rollout occlusion gradient_shap,0.11153302580454919,0.14492101651579184,0.12714409232266433,0.14675554005007624,0.1626764377628687,0.13842096354874353,0.16854892399530622
cub_00161,2,2,0.8608267325907947,0.8608267325907947,0.8426620561629533,0.85918077416718,occlusion attention_rollout gradient_shap,0.10052050254140261,0.13726836351749908,0.15098854710485415,0.15489440521656747,0.16596069590893225,0.13073436189685,0.15963312381389444
cub_00191,3,3,0.821264030970633,0.821264030970633,0.8165712617337704,0.8386521838605404,occlusion attention_rollout guided_backprop,0.07962902745409076,0.11877147699238681,0.1577251051451704,0.15428296473095118,0.16456443841491974,0.16094793013826889,0.16407905712421217
cub_00263,4,4,0.714689160825219,0.714689160825219,0.6858614531694911,0.837321995885577,occlusion attention_rollout integrated_gradients,0.1363091657061878,0.10767712003456102,0.1495697501368268,0.1481588453490431,0.1676891103953653,0.12792614143534387,0.1626698669426721
cub_00305,5,5,0.7798181300517172,0.7798181300517172,0.7731251062359661,0.8218964599538594,attention_rollout occlusion gradcam++,0.13649719639413052,0.14406730491426256,0.13502799257184275,0.14179578474077237,0.14931610405441526,0.13364125513109867,0.1596543621934778
cub_00358,6,6,0.7739878959604538,0.7739878959604538,0.7632059462019243,0.8320143454358914,occlusion attention_rollout gradcam++,0.11316001116284975,0.1552806931392603,0.141403839485382,0.13977780091035955,0.17149457190899609,0.11912754238644226,0.15975554100670997
cub_00400,7,7,0.7211727680230978,0.7211727680230978,0.644812416244531,0.7201903876441067,occlusion integrated_gradients gradient_shap,0.1295867855210312,0.10142831160061618,0.1542890368893778,0.15223438402713005,0.16576827137830022,0.14682698556461724,0.14986622501892707
cub_00468,8,10,0.2852079102536664,0.2852079102536664,0.2814571572234854,0.31642483340110633,gradient_shap integrated_gradients guided_backprop,0.13058339748389763,0.12152693763732937,0.15783769240786458,0.16002697972202748,0.14061526682495684,0.15064566695884193,0.13876405896508207
cub_00507,9,9,0.9347806192352437,0.9347806192352437,0.9341981954290532,0.9343276507570408,occlusion attention_rollout gradcam++,0.08861164247735441,0.153595042880093,0.1513364721538779,0.15188069120546027,0.1557034592760464,0.14352362617396172,0.15534906583320615
cub_00560,10,10,0.34758336317026983,0.34758336317026983,0.3571405661059543,0.41100602715741846,occlusion gradient_shap integrated_gradients,0.13244616366159628,0.1192235090596838,0.1433498149778148,0.15466483544605203,0.18009882516892559,0.1303368100587537,0.13988004162717388
cub_00609,11,11,0.8455730039393529,0.8455730039393529,0.8373389828717336,0.8776590507244691,gradcam occlusion attention_rollout,0.16355523905381503,0.06981954468619156,0.15392450702330562,0.15695122782311996,0.1633848020630723,0.12980887194892712,0.1625558074015685
cub_00647,11,11,0.7955204300349579,0.7955204300349579,0.7836209153523668,0.8034253456396981,occlusion attention_rollout gradient_shap,0.09880666260103736,0.14542265830719023,0.14737687587221446,0.1495845362379184,0.17914408795377254,0.11943459038402425,0.16023058864384282
cub_00704,12,12,0.7651248842244968,0.7651248842244968,0.7591565582668408,0.7531510396744124,occlusion attention_rollout gradient_shap,0.13726056442285692,0.14473151921129615,0.13763384817553914,0.14494040462647045,0.16453220137674787,0.11956896020136908,0.15133250198572037
cub_00737,13,13,0.5809854115010239,0.5809854115010239,0.6139189785928466,0.6017135846079326,occlusion attention_rollout guided_backprop,0.08615131560006195,0.1469209631485574,0.14139117667822998,0.13965709708359808,0.18192319632406176,0.14709303934124465,0.1568632118242462
cub_00810,14,14,0.9042643284657971,0.9042643284657971,0.9040738975862042,0.8927814608672635,occlusion attention_rollout gradient_shap,0.11474906892959606,0.11403217239878653,0.15130600629729626,0.1539985714549421,0.15987221698242546,0.14929110866220544,0.15675085527474802
cub_00852,15,15,0.9010302538052201,0.9010302538052201,0.9004210943356157,0.9093049341812731,attention_rollout occlusion gradient_shap,0.1399276978329605,0.1397525604189747,0.14111091809735662,0.1431799654969562,0.14737852975019589,0.1406634531136036,0.14798687528995247
cub_00906,16,16,0.5175824609061237,0.5175824609061237,0.5101137292047497,0.551285639445996,gradcam++ gradient_shap attention_rollout,0.12856802880653329,0.16095804308235698,0.13925806677087374,0.1482157032708923,0.13535716713070492,0.14272384380080635,0.14491914713783238
cub_00953,17,17,0.8074504735064693,0.8074504735064693,0.7972948152455502,0.7879545594565571,occlusion attention_rollout gradcam++,0.134289737837365,0.14737643181084953,0.1391047321964877,0.13966042895162928,0.16163671088796383,0.1263122459305502,0.1516197123851545
cub_01005,18,18,0.6559856591862626,0.6559856591862626,0.6456986161298118,0.7013895794167184,attention_rollout gradcam gradcam++,0.1509428978104258,0.14312087247099,0.13513776010113288,0.1377566493130178,0.1340428022711696,0.130512682172307,0.16848633586095682
cub_01047,18,18,0.47214022873668,0.47214022873668,0.46967744723660865,0.49031002222327513,attention_rollout occlusion gradcam++,0.13177296078883136,0.15533818993012743,0.13333368929064418,0.1333207418761848,0.15793689029848917,0.1292736587379893,0.15902386907773372
cub_01102,19,19,0.8098158005508593,0.8098158005508593,0.7806786809000187,0.8094395089778118,occlusion attention_rollout guided_backprop,0.10918567234891223,0.0865123075504837,0.13865031133374037,0.15144034780899981,0.18604194558554044,0.15235645221316435,0.17581296315915923
cub_01148,20,20,0.6773697050404733,0.6773697050404733,0.6843507761252112,0.6609692217898554,gradient_shap integrated_gradients attention_rollout,0.14078817375076347,0.11174197535989806,0.15414556566573126,0.1564170228990341,0.14646288681850464,0.14354394744463497,0.14690042806143333
cub_01211,21,21,0.8448646195814945,0.8448646195814945,0.8432009965763426,0.8442927592084741,occlusion integrated_gradients attention_rollout,0.1359535975619555,0.14132380800847194,0.14259185330576588,0.14156408264538747,0.15565217389294753,0.14038788477458253,0.1425265998108891
cub_01255,22,57,0.6925414204481057,0.6925414204481057,0.6806374639156274,0.7332016376662067,occlusion attention_rollout gradient_shap,0.11997577936498546,0.11161239617873932,0.14927561444517576,0.1537843145487234,0.17058665218122782,0.12562798165584574,0.16913726162530246
cub_01305,23,23,0.4694876847905107,0.4694876847905107,0.4599995387834496,0.6608125297469087,occlusion attention_rollout gradient_shap,0.11144542394584812,0.12502969247182838,0.13486627604047097,0.14407577576225464,0.19483606188485494,0.12086877434546553,0.16887799554927746
cub_01356,24,24,0.31135067983996123,0.31135067983996123,0.29715287094004456,0.4358649301342666,gradient_shap integrated_gradients guided_backprop,0.1344806303133294,0.1322127569828845,0.16647020527680925,0.16948912450536788,0.12414269038151186,0.15240332083459002,0.12080127170550702
cub_01406,25,25,0.7146167700877415,0.7146167700877415,0.7357519149198196,0.7604546505375764,occlusion attention_rollout gradcam++,0.08622887800090484,0.15767407573444792,0.13305619844542554,0.1365072802590874,0.18022612422025425,0.1378620766381374,0.16844536670174268
cub_01450,25,25,0.2659771048114635,0.2659771048114635,0.2731301955529488,0.2962461160845123,integrated_gradients gradient_shap guided_backprop,0.13614657161223015,0.12428102867167308,0.15100876599386429,0.1504669585271065,0.14752126688229597,0.149369956691822,0.141205451621008
