sample_id,label,target,consensus_insertion_auc,fw_consensus_insertion_auc,uniform_consensus_insertion_auc,topk_consensus_insertion_auc,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop
cub_00005,0,2,0.6116001603368204,0.6116001603368204,0.5700003073026891,0.6504787818470505,gradient_shap guided_backprop integrated_gradients,0.14298020673682116,0.11297214519161412,0.17933582115305582,0.19864437200577204,0.17629792968539404,0.18976952522734283
cub_00054,0,0,0.01377839482447597,0.01377839482447597,0.013282350177178147,0.2140944361613947,integrated_gradients gradient_shap guided_backprop,0.15534327464135822,0.1502080019532104,0.17555686076920865,0.17514284537643499,0.17172254463905542,0.17202647262073237
cub_00097,1,1,0.8541556211188436,0.8541556211188436,0.8647924238815902,0.860169214196503,gradcam++ gradcam gradient_shap,0.18883634515596598,0.1906388441688573,0.15067970387454022,0.15728166921292966,0.15565266659952853,0.15691077098817832
cub_00143,2,2,0.7018660521309357,0.7018660521309357,0.7080753784102852,0.7169473654998001,occlusion guided_backprop gradcam,0.17325426620209114,0.15362709413514805,0.1531656403103237,0.15837495374137286,0.18593584429672214,0.1756422013143421
cub_00195,3,29,0.05071102706133386,0.05071102706133386,0.045946420682594157,0.36141472922172396,occlusion gradient_shap integrated_gradients,0.13718561353987294,0.13790341997089542,0.1708593297088582,0.17439950247672037,0.2111284680585937,0.1685236662450594
cub_00246,4,4,0.19691149395948743,0.19691149395948743,0.1911554874066496,0.3042043913999805,occlusion gradient_shap integrated_gradients,0.14168812619494386,0.14171642370550186,0.17485231827191572,0.18003389736812542,0.191726645488581,0.16998258897093202
cub_00297,5,5,0.8116025520081166,0.8116025520081166,0.8110040262399707,0.8093799121503255,occlusion gradcam gradcam++,0.17373621172058784,0.17180921454124173,0.1532803554185643,0.16345881372324333,0.17770557709561233,0.16000982750075052
cub_00366,6,6,0.5851001633418491,0.5851001633418491,0.5854613944509767,0.596439856584766,occlusion gradcam gradient_shap,0.18340169021083413,0.1455792903329687,0.1540466056858484,0.16834215307863307,0.18373979900693657,0.164890461684779
cub_00401,7,7,0.16189140843707717,0.16189140843707717,0.1948638465029944,0.5624403973582958,integrated_gradients gradient_shap occlusion,0.15550178449232344,0.1413041705903542,0.20365980542323409,0.17610755882985052,0.17198622476906833,0.15144045589516936
cub_00454,8,26,0.041135117251542376,0.041135117251542376,0.03984252848022149,0.10281805506965608,gradcam guided_backprop occlusion,0.17556492134606685,0.16470036899030732,0.1595452163750058,0.16229647484547455,0.1667494624618106,0.17114355598133474
cub_00504,9,9,0.8723536212666659,0.8723536212666659,0.8707221333606867,0.850337491344544,occlusion gradcam gradcam++,0.17398451422775213,0.17320869116048568,0.1562899449338582,0.15788103218254249,0.17728114860992364,0.1613546688854378
cub_00551,10,26,0.03441362763114738,0.03441362763114738,0.03103593685955274,0.17971345878031567,occlusion integrated_gradients gradient_shap,0.1543370072468127,0.1543757495622326,0.16670990926205204,0.16538295917916734,0.1942963801169839,0.16489799463275132
cub_00596,10,10,0.25985213859930806,0.25985213859930806,0.19007118481349608,0.4593655447297351,guided_backprop gradient_shap occlusion,0.13379638095450405,0.13378865274765386,0.16846117070991554,0.18709159292814542,0.17963194183747133,0.19723026082230974
cub_00655,11,11,0.8138119362352882,0.8138119362352882,0.8100365052639973,0.8061948458140251,occlusion gradcam++ gradcam,0.17352125584876327,0.17548515865484865,0.16715994114664998,0.16643542434928416,0.1811528973449192,0.13624532265553466
cub_00692,12,12,0.06698155715130266,0.06698155715130266,0.056574599072337126,0.5339940584264694,occlusion guided_backprop gradient_shap,0.1296725212931801,0.1293500759877266,0.1739771764281674,0.17532042255917513,0.20356512197462737,0.18811468175712343
cub_00746,13,13,0.897912642324809,0.897912642324809,0.8966043486841955,0.9101153477677143,integrated_gradients gradient_shap guided_backprop,0.1641263572296382,0.16524941782026262,0.16859422070199226,0.16846770513989873,0.16605319827083234,0.1675091008373759
cub_00804,14,14,0.4355575520079582,0.4355575520079582,0.4291430848184973,0.45369269736111173,gradcam occlusion gradcam++,0.18746888463041833,0.18172750285205763,0.14483832761510626,0.1457145193799496,0.18347688019490488,0.15677388532756337
cub_00850,15,15,0.7356420819196501,0.7356420819196501,0.7388688789316802,0.7446046725017369,occlusion gradcam gradient_shap,0.19370070964808964,0.1320131102267197,0.15998817486791458,0.16570344278119925,0.20023668594632707,0.1483578765297499
cub_00908,16,16,0.7940272289502899,0.7940272289502899,0.7232486882654484,0.8568703666736838,guided_backprop integrated_gradients gradient_shap,0.1626125148060447,0.10309786801431617,0.18505812752884507,0.18356077758299733,0.1760399083982656,0.18963080366953106
cub_00946,16,16,0.8506836715561804,0.8506836715561804,0.8411953622882721,0.8513859185564797,gradient_shap guided_backprop occlusion,0.1599265441532363,0.15930175579430575,0.16894486218932125,0.17227854881429552,0.16969729397628272,0.16985099507255838
cub_00998,18,18,0.7429540081633603,0.7429540081633603,0.7419892068268381,0.7959695211160579,occlusion guided_backprop gradient_shap,0.16316385197062713,0.16245990351227607,0.16222718516448537,0.1633725955719662,0.17868379472211862,0.1700926690585267
cub_01053,18,18,0.7140187902274191,0.7140187902274191,0.717559906448878,0.6984377553846571,occlusion gradcam++ gradcam,0.17998577227324092,0.18110890172139912,0.14153162726632382,0.14241601660436004,0.1976139335004222,0.15734374863425396
cub_01108,19,171,0.6011112807362224,0.6011112807362224,0.4052128837487543,0.6039442297231289,guided_backprop occlusion integrated_gradients,0.12223635961332371,0.11984865095063489,0.19040276321445243,0.18409991531499298,0.19158283515139346,0.19182947575520248
cub_01146,20,20,0.7322965552681127,0.7322965552681127,0.7225005833082833,0.7153167031356135,gradient_shap integrated_gradients occlusion,0.16779737956860946,0.15234120262724232,0.16950385042247573,0.1767071709244308,0.16792565660226763,0.16572473985497407
cub_01202,21,21,0.7416494362085359,0.7416494362085359,0.7178570144606056,0.726599939263542,gradcam++ gradcam gradient_shap,0.19106744024137812,0.1918330728312276,0.15742922000900897,0.1590492124457432,0.14451859724823926,0.15610245722440289
cub_01246,22,0,0.6144986179162516,0.6144986179162516,0.631740788157913,0.6295782195782521,gradcam occlusion gradcam++,0.21380571280966548,0.18105866171656196,0.13032658597350635,0.13424985100802658,0.18635539101289111,0.15420379747934848
cub_01296,23,23,0.567877334620789,0.567877334620789,0.5636540880364918,0.575032810448829,occlusion gradcam gradcam++,0.1805002345753752,0.16723032216656328,0.1620386616536031,0.1549907491581706,0.189917441342231,0.1453225911040568
