sample_id,label,target,consensus_insertion_auc,fw_consensus_insertion_auc,uniform_consensus_insertion_auc,topk_consensus_insertion_auc,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop,weight_attention_rollout
cub_00006,0,0,0.6157445645396367,0.6157445645396367,0.5578637416678248,0.6715725943009602,occlusion guided_backprop gradient_shap,0.09601903348172909,0.13453205847940258,0.15441340538625725,0.15607752774351671,0.16823903926393585,0.1562943322788018,0.13442460336635675
cub_00053,0,0,0.5244028217974118,0.5244028217974118,0.47850648805615487,0.564815257698865,occlusion integrated_gradients gradient_shap,0.11265498589807744,0.10957402867185492,0.15032141932857523,0.1500652437687777,0.1908798895806986,0.1418611899236026,0.14464324282841348
cub_00099,1,1,0.24164447159710106,0.24164447159710106,0.21525409251189556,0.26745095181831857,occlusion gradient_shap integrated_gradients,0.12649585009385883,0.1281374837968289,0.14909902979228515,0.1496699132625133,0.17357137914424253,0.1253969671410697,0.14762937676920168
cub_00147,2,2,0.42749626664444806,0.42749626664444806,0.3759391907078679,0.6446706313116011,gradcam occlusion integrated_gradients,0.18351852414240938,0.11761886249924972,0.13818848542613277,0.13747202356847324,0.1774194297592963,0.11685642787459889,0.12892624672983954
cub_00208,3,3,0.7326710349239874,0.7326710349239874,0.7357276560098399,0.7217202576866839,occlusion gradcam attention_rollout,0.15359838780600632,0.11014496319426127,0.14288158205751259,0.1431536094277743,0.16054281852263227,0.13806369857581324,0.15161494041600007
cub_00258,4,4,0.5188239224487916,0.5188239224487916,0.5047624252038075,0.6256741566816345,occlusion attention_rollout guided_backprop,0.11779382661522694,0.12578428811216205,0.13371365391122447,0.13403421060016962,0.19135724827652548,0.14475758862005317,0.1525591838646382
cub_00306,5,5,0.5833544370252639,0.5833544370252639,0.5664630970917642,0.6534701395314186,occlusion gradcam integrated_gradients,0.15591130298638328,0.12316476449895888,0.13550984512319125,0.1308214665034627,0.2076867411667945,0.1287892198742968,0.11811665984691257
cub_00346,6,6,0.33081771164434026,0.33081771164434026,0.3524782347143628,0.46068614163668825,occlusion gradient_shap integrated_gradients,0.11394601513716478,0.12203485548537996,0.151664750389246,0.15536406235656686,0.16742183399375413,0.14823872252331194,0.14132976011457632
cub_00399,7,7,0.19114783366676416,0.19114783366676416,0.16867362695047625,0.3488016574643552,occlusion gradient_shap integrated_gradients,0.1377746893902309,0.11120826524586899,0.14666864669158974,0.14842069032680327,0.18992094493314146,0.13877211126673306,0.12723465214563262
cub_00444,8,8,0.3548234999907436,0.3548234999907436,0.21324409313674547,0.5598470996861579,occlusion integrated_gradients gradient_shap,0.12989099437317622,0.09519872868486874,0.15688425235805534,0.1563797679472466,0.1866270403578484,0.1480665852662732,0.1269526310125315
cub_00506,9,9,0.8615770365344361,0.8615770365344361,0.8456533345626667,0.8621020852820949,occlusion attention_rollout gradient_shap,0.11791112517064123,0.10794240384186873,0.157047648520048,0.15915395196197638,0.1782546644526185,0.11491711986230357,0.16477308619054362
cub_00550,10,10,0.4880467119190143,0.4880467119190143,0.47185593569010953,0.6390599085512805,occlusion guided_backprop gradient_shap,0.12229848625268597,0.11288388951051737,0.14460078660370027,0.1458168078083722,0.18135493376141912,0.1491729756302029,0.14387212043310219
cub_00606,11,11,0.5716581807791953,0.5716581807791953,0.0612025719194207,0.7533434742566896,occlusion attention_rollout integrated_gradients,0.08713904879156155,0.08789825591786868,0.15888463759978705,0.15792304903330537,0.17781704063347678,0.15677041147920637,0.17356755654479428
cub_00656,11,11,0.6149051707441686,0.6149051707441686,0.6035860034258802,0.7341333420452428,occlusion gradcam++ integrated_gradients,0.12419514836958337,0.15063082799752944,0.1496147590706741,0.14865905285376355,0.16810028554515064,0.12252674167400103,0.13627318448929787
