sample_id,label,target,spearman_attention_rollout_vs_gradcam,top20_iou_attention_rollout_vs_gradcam,spearman_attention_rollout_vs_gradcam++,top20_iou_attention_rollout_vs_gradcam++,spearman_attention_rollout_vs_gradient_shap,top20_iou_attention_rollout_vs_gradient_shap,spearman_attention_rollout_vs_guided_backprop,top20_iou_attention_rollout_vs_guided_backprop,spearman_attention_rollout_vs_integrated_gradients,top20_iou_attention_rollout_vs_integrated_gradients,spearman_attention_rollout_vs_occlusion,top20_iou_attention_rollout_vs_occlusion,spearman_gradcam_vs_gradcam++,top20_iou_gradcam_vs_gradcam++,spearman_gradcam_vs_gradient_shap,top20_iou_gradcam_vs_gradient_shap,spearman_gradcam_vs_guided_backprop,top20_iou_gradcam_vs_guided_backprop,spearman_gradcam_vs_integrated_gradients,top20_iou_gradcam_vs_integrated_gradients,spearman_gradcam_vs_occlusion,top20_iou_gradcam_vs_occlusion,spearman_gradcam++_vs_gradient_shap,top20_iou_gradcam++_vs_gradient_shap,spearman_gradcam++_vs_guided_backprop,top20_iou_gradcam++_vs_guided_backprop,spearman_gradcam++_vs_integrated_gradients,top20_iou_gradcam++_vs_integrated_gradients,spearman_gradcam++_vs_occlusion,top20_iou_gradcam++_vs_occlusion,spearman_gradient_shap_vs_guided_backprop,top20_iou_gradient_shap_vs_guided_backprop,spearman_gradient_shap_vs_integrated_gradients,top20_iou_gradient_shap_vs_integrated_gradients,spearman_gradient_shap_vs_occlusion,top20_iou_gradient_shap_vs_occlusion,spearman_guided_backprop_vs_integrated_gradients,top20_iou_guided_backprop_vs_integrated_gradients,spearman_guided_backprop_vs_occlusion,top20_iou_guided_backprop_vs_occlusion,spearman_integrated_gradients_vs_occlusion,top20_iou_integrated_gradients_vs_occlusion,mean_spearman,mean_top20_iou
cub_00005,0,22,0.5468582342267436,0.19999601403061223,-0.06837620264297875,0.2656072644721907,0.5710377936802712,0.6299845691545521,0.6024247484583349,0.7485624673288029,0.5838336691752934,0.6256277336789243,0.08205608871385935,0.23432363326433703,-0.17195215029667157,0.19999601403061223,0.4812228617190657,0.19999601403061223,0.4733954457718963,0.19999601403061223,0.4805731767678976,0.19999601403061223,0.07811552973451348,0.20408163265306123,-0.11864059229812016,0.24588739214103916,-0.13787401034880623,0.25413984877835405,-0.12246189198557628,0.24310932177144626,-0.2039501443425591,0.14787974862707354,0.6794343211895316,0.6823134953897737,0.9661313005510273,0.8816801050065629,0.07313802666915241,0.22626103786137655,0.6990619767215709,0.6911021233569262,0.08950206562647767,0.2283412092572398,0.0792662680321607,0.22315395752895753,0.26965697691062307,0.35866836240112754
cub_00009,0,0,0.3692962598140345,0.19999601403061223,-0.13003094563526602,0.18100506060962693,0.42950224233426443,0.49809658878853474,0.6302565871194891,0.49552906110283157,0.40634556156064555,0.486886946214254,0.13922063091679313,0.42711339480537763,-0.2800059207464828,0.19999601403061223,0.32695548961838805,0.19999601403061223,0.3479070899192112,0.19999601403061223,0.32428738782668404,0.19999601403061223,0.3671129911559118,0.20408163265306123,-0.09356303574242639,0.14580954555834666,-0.19445777802174213,0.11673714667260182,-0.0958122314303378,0.147775363147661,0.04566880200233031,0.1436710288808664,0.5156763386000293,0.48369926813040587,0.9481799898897856,0.8303693570451436,0.2963683846367373,0.3800027225701062,0.5238483669023792,0.4711919073449641,0.07283417667357402,0.3501365119531198,0.2952643335524049,0.36928479773080297,0.24975498671173366,0.32054144777908405
cub_00016,0,0,0.23972896199952476,0.21312862669245647,0.0,0.19999601403061223,0.5227610306196896,0.37324666438590487,0.7520572600821818,0.6975386957624968,0.5232421583490088,0.38998545605651364,0.34066260872429643,0.36357522361961125,0.0,0.19999601403061223,0.14920415721419442,0.25265260267132694,0.2692780734073344,0.22797356828193832,0.1333103175141936,0.24195544554455445,0.10965996485255833,0.22315395752895753,0.0,0.19999601403061223,0.0,0.19999601403061223,0.0,0.19999601403061223,0.0,0.20408163265306123,0.6077409492886902,0.4215894602634934,0.9704946839569848,0.854555535021253,0.27456152181966853,0.2559623366164901,0.6124491696901573,0.44046508289672004,0.3662157773843967,0.3211911898866154,0.28158222619740153,0.2575983128644089,0.2929975648142991,0.3208873267094698
cub_00022,0,0,0.33479473565069107,0.17745057781427817,-0.535784686892123,0.0036501825091254563,0.34596665705111873,0.29213338483326895,0.34910074168405386,0.32287616160284716,0.3461688987948172,0.2839506172839506,0.09652531775702276,0.19953857075248463,-0.4385086680381326,0.005712567648827421,0.10094450105400316,0.14843213550011444,0.011278773981169415,0.13389830508474576,0.10283903516347073,0.14836642444355438,-0.03635095646550282,0.16202430077945895,-0.23010210248111007,0.04254324450677887,-0.11173500788670149,0.09301818973967978,-0.22435466184167613,0.04092111405010113,-0.18612124108028663,0.05985363303711448,0.491666388490577,0.3373758912507496,0.9755351104558035,0.8333790079473828,0.12986614656363385,0.15777752398355413,0.48768776599987057,0.33328904537301535,0.23116106050059823,0.26033443152856345,0.11226695556242618,0.1493764172335601,0.11204022685827253,0.19932865366205504
cub_00027,0,44,-0.7212583086022146,0.0017969451931716084,-0.40443766348312493,0.09692929734455251,0.6560934850079662,0.4250213007668276,0.6799544839070433,0.6726393866155513,0.677216635600757,0.45161290322580644,0.14700901986796924,0.25798845939070547,0.6780969594990878,0.43164800684589605,-0.47143631432867256,0.026703499079189688,-0.4937573771906465,0.002697841726618705,-0.4798981964977667,0.02158200142522651,0.0030084065042026505,0.14632215751682026,-0.26078401908702087,0.11212054066031464,-0.1689348513852805,0.09138352813264473,-0.25659099570787,0.10806932332487029,0.08106008587698853,0.18270352227665035,0.6567616071006424,0.4565643370346179,0.9714981486128084,0.8648950009291954,0.1919116770313147,0.24608198635609366,0.7003231285149972,0.4904203178375167,0.20704256502590154,0.2510026531745542,0.2006837042378781,0.24669495173092296,0.12350296097642668,0.2659465695517975
cub_00032,0,0,0.7024994589562509,0.6204585822703051,-0.5082338176156314,0.026231017027151405,0.5322454463741141,0.5649122807017544,0.560146512778174,0.5923516344017772,0.5279213986418572,0.5645463049579046,0.033546238662235675,0.16872261932211205,-0.6071701171729943,0.007630905165921984,0.4967614529406496,0.4511604367001663,0.5080973600502137,0.4758088235294118,0.49287161509900984,0.45168523072472155,0.07194875319058731,0.19742514616429457,-0.44073859527904047,0.04585721730067743,-0.456892159206445,0.056816386709493974,-0.439283056692362,0.045421398062298154,0.013538753615364853,0.050681453075607605,0.7246747719709765,0.6163324474510752,0.9902076244863491,0.9395052183996908,-0.09088558985291734,0.17095004331504476,0.7252115726889696,0.6167230546157564,-0.21897338638266592,0.14103213461646688,-0.08600883118582259,0.17040928245684928,0.16816597171747016,0.33212674366516576
cub_00043,0,0,0.3529932606098608,0.19999601403061223,0.6463807041970571,0.4556135770234987,0.734943008251274,0.5019082541345506,0.7952744724915217,0.5299588351882909,0.7424963362989068,0.5007851641366934,0.46972925905785246,0.34467435999469426,0.24375117271802565,0.19999601403061223,0.2569432379792076,0.19999601403061223,0.3087335478805107,0.19999601403061223,0.2558778566577033,0.19999601403061223,0.17013546429921708,0.20408163265306123,0.6047539313603569,0.41069796865115626,0.6022230964902248,0.33808920594706315,0.6143126819929919,0.41109470575827883,0.42232448122683675,0.38679890560875513,0.8125328284390562,0.5026954177897575,0.9844737387672281,0.8536990856192851,0.41451322675785574,0.3301187430295873,0.8295254602453653,0.5174655980644186,0.4290665032174176,0.3093316112366807,0.41947675951598573,0.33696010550609956,0.5290695727835456,0.37780729716642536
cub_00048,0,1,-0.7449345925397617,0.03282737329560072,0.34833377437397745,0.32626362735381564,0.49046519379254,0.4433738405119724,0.689114465206823,0.6655326916694324,0.5074633345653029,0.4637934806388099,-0.3782858568521746,0.17044733044733046,-0.33088863158053683,0.05315632051214777,-0.32174495507890627,0.09082015326919941,-0.5941675757868403,0.03139935248471144,-0.3474114937122471,0.08194070080862534,0.5098031560842861,0.20198008062603748,0.06869307707635372,0.2891001348834222,0.20840553848624346,0.3450841096441257,0.08158912302011614,0.3002073075926406,-0.3269319576335113,0.09808275563258233,0.602752946246925,0.48063445223164886,0.9773636810989641,0.8830925126665415,-0.01765442124033831,0.22953305033353547,0.6242172296568614,0.5080021038395071,-0.25361729025632324,0.16289073702322915,-0.043520192914933704,0.22322775263951736,0.08328783581013428,0.28958999371925875
cub_00051,0,0,0.6250876936788213,0.4989917096123684,0.6673918021125251,0.6691616766467066,0.6559598965704767,0.5173508732138807,0.758495646955707,0.5900808112818887,0.660315340755696,0.5155176319565054,0.6135233380462553,0.6091269841269841,0.7066846969448388,0.6103666853887507,0.4729676664516256,0.3871034625751607,0.49550960893452,0.3839470417873397,0.4679569083848264,0.3814702643171806,0.5310787912732836,0.43265969474279253,0.538038550682576,0.4747593504298626,0.5817784599131824,0.48545629487084596,0.5414894633755445,0.47465099191770754,0.5347836739477736,0.5103545887961859,0.7123930866980086,0.525771628402007,0.9731445763255571,0.8878750823064623,0.45360475011459983,0.4630538317217492,0.7298255805160582,0.533934576582085,0.5072865127348095,0.49212540476891375,0.4565348796304077,0.4634762523458929,0.6039929011450997,0.5193921351329176
cub_00052,0,43,0.6043082685105283,0.19999601403061223,-0.16510439140991587,0.23121280903012084,0.6255190112164617,0.6680518617021277,0.6755809056150239,0.6782339660506731,0.6008578175870305,0.6495438481137503,-0.11022221765507888,0.16623526028185218,-0.185144085729402,0.19999601403061223,0.5220645390065165,0.19999601403061223,0.5126449134617891,0.19999601403061223,0.5107401443193091,0.19999601403061223,0.126572781088174,0.20408163265306123,-0.07611563196892782,0.22385511311665346,-0.14762172820213718,0.20641981245491706,-0.0681343561310523,0.2262479379238712,0.09486685859587542,0.18761715089034678,0.753603724796057,0.7085213245935132,0.9682177688662075,0.9176380661188611,-0.171111453128791,0.14328408706439608,0.7314600686236086,0.6901052631578948,-0.2533717538930513,0.13840539023020776,-0.153610059248781,0.14852999490171642,0.25695243449140215,0.34228398040176305
