sample_id,label,target,consensus_insertion_auc,fw_consensus_insertion_auc,uniform_consensus_insertion_auc,topk_consensus_insertion_auc,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop
cub_00007,0,1,0.6100727602140978,0.6100727602140978,0.6318936097086406,0.5597072763601317,occlusion gradcam gradcam++,0.17733766898603748,0.17708685629222734,0.14651553398941272,0.17176988427359113,0.20797546540897552,0.11931459104975557
cub_00047,0,0,0.8424125482328236,0.8424125482328236,0.8390579906292259,0.8262468473054468,occlusion gradcam integrated_gradients,0.17353865327617135,0.1707986234256037,0.17140262799736788,0.16281871561940048,0.18391013053643754,0.13753124914501919
cub_00103,1,1,0.6433741900604218,0.6433741900604218,0.6290777373593299,0.6835893574636431,guided_backprop gradcam++ occlusion,0.16660412298298205,0.1776017891178111,0.15795601289930872,0.14022399125731216,0.17666985770602525,0.18094422603656074
cub_00153,2,2,0.672610155737493,0.672610155737493,0.662083175277803,0.7088651205063798,gradient_shap integrated_gradients gradcam++,0.16574379964256034,0.16577425933685738,0.17191978744567424,0.17648112929126028,0.16182760474089886,0.15825341954274896
cub_00210,3,3,0.8451191333879251,0.8451191333879251,0.8270230611611623,0.8224123833526391,occlusion gradcam gradcam++,0.18646167494117685,0.18038004567836866,0.1568105762983761,0.15553609860605974,0.19529541926015537,0.12551618521586336
cub_00249,4,4,0.6175907577737235,0.6175907577737235,0.601524527685251,0.6850735786720179,gradcam++ gradient_shap integrated_gradients,0.1582936319299663,0.1780499317597959,0.17331761849437446,0.1757972522687275,0.14751973547324465,0.16702183007389115
cub_00303,5,5,0.6807424486381933,0.6807424486381933,0.6680881147040054,0.7293136746389791,occlusion gradcam gradient_shap,0.17240243939379038,0.1568396380919109,0.16363241077094826,0.1722597422258694,0.19324088047168309,0.141624889045798
cub_00351,6,6,0.7347942912369034,0.7347942912369034,0.7299856887548231,0.7341412128298542,occlusion gradcam gradcam++,0.17196070997298785,0.17135006158376678,0.1626603471233886,0.16988126542852086,0.17994524855963137,0.14420236733170452
cub_00412,7,7,0.6407320163794792,0.6407320163794792,0.634579404408578,0.7610916144796647,integrated_gradients gradient_shap gradcam,0.17190604723728511,0.15723938812561414,0.17855205647404776,0.1766378422413698,0.15588615682056983,0.15977850910111335
cub_00453,8,8,0.7790518458408768,0.7790518458408768,0.7669056470913347,0.7936149265093263,integrated_gradients gradient_shap gradcam++,0.16762816145559564,0.16768761259026455,0.18514305280148124,0.17642085004739583,0.1521115999829024,0.15100872312236036
