sample_id,label,target,consensus_insertion_auc,fw_consensus_insertion_auc,uniform_consensus_insertion_auc,topk_consensus_insertion_auc,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop,weight_attention_rollout
cub_00006,0,0,0.5381076843827032,0.5381076843827032,0.5096215365105309,0.6187834333046339,attention_rollout gradient_shap gradcam,0.1525147317853636,0.10807393854126073,0.13766038363943003,0.15615018800240835,0.12970598639681047,0.1414814479189988,0.174413323715728
cub_00053,0,0,0.6966043357388116,0.6966043357388116,0.6943953969399445,0.7605341896181927,attention_rollout occlusion gradient_shap,0.13308007753642223,0.13008053426057775,0.14341907906794854,0.14474603996358057,0.15915536603414215,0.12753894490824716,0.16197995822908148
cub_00099,1,1,0.8827892201865326,0.8827892201865326,0.8623981269920479,0.8944717871869216,occlusion attention_rollout gradient_shap,0.10912008633005835,0.14147624374742088,0.14321474482303367,0.1448614563355243,0.17213758491306466,0.1229284007499322,0.16626148310096578
cub_00147,2,2,0.3579843681189231,0.3579843681189231,0.33346963017247616,0.5531559590599499,occlusion attention_rollout integrated_gradients,0.11287460147097705,0.11334109098128793,0.14098530938895346,0.13757187965700562,0.19917313809294127,0.12216896899101781,0.1738850114178169
cub_00208,3,3,0.7750947361695582,0.7750947361695582,0.7768726843292826,0.688712320884224,occlusion gradcam attention_rollout,0.15316255197469192,0.13360341186661556,0.13293076184846447,0.13857072637063847,0.1650050491689887,0.12958187262403734,0.14714562614656346
cub_00258,4,4,0.4859453188371844,0.4859453188371844,0.4894270965945907,0.5108035260927863,attention_rollout occlusion gradcam,0.15068713575051607,0.14099273757281447,0.13444862471894542,0.14182693452474443,0.1517102325494976,0.11734945335326952,0.16298488153021254
cub_00306,5,5,0.21286066707689313,0.21286066707689313,0.21119597379583863,0.2957815093221143,attention_rollout occlusion gradcam,0.14840687606047762,0.14171163497388764,0.13302607106045944,0.13518083647132728,0.16080737101355325,0.11872428123061243,0.16214292918968234
cub_00346,6,6,0.5872000036644749,0.5872000036644749,0.5774207081529311,0.6453965450520626,occlusion attention_rollout gradient_shap,0.11960287960783428,0.13966393673361288,0.14871667681401243,0.15157253991859332,0.16041674462798722,0.1283537663177893,0.15167345598017054
cub_00399,7,7,0.7082987760717515,0.7082987760717515,0.6851410543138627,0.763483301695669,occlusion attention_rollout guided_backprop,0.14020540572785628,0.0833877567355589,0.1376113886601408,0.1397007090699621,0.1926879791298781,0.14249489668124168,0.16391186399536214
cub_00444,8,8,0.40083815567195413,0.40083815567195413,0.23184631050098686,0.5645278591429814,attention_rollout gradient_shap integrated_gradients,0.10442437519962838,0.14219290228923862,0.14597901636212346,0.15377844589832573,0.1238323583027471,0.13688508397274307,0.1929078179751936
cub_00506,9,9,0.8284406279562972,0.8284406279562972,0.8169003461836837,0.8903241609572433,attention_rollout occlusion gradcam,0.14904720968350946,0.11896430176594419,0.13904089884568402,0.13806885665676058,0.16883176299745434,0.11634798149180159,0.1696989885588459
